Name,Dominant Discipline,Alcohol Sales,Location,loacation,Address
Rendezvous & Jewel Box Theater,Performance,Y,47.614714,-122.3462234,2322 2nd Ave Seattle WA 98121
Capitol Music Center,Service/Supply,,47.664948,-122.317176,1006 NE 50th St Seattle WA 98105
The Color Group,Visual,Y,47.586853,-122.329559,1741 4th Ave S Suite B Seattle WA 98134
Dreamstrands Comics & Such, Inc.,Literary,N,47.69038,-122.357391,115 N 85th ST Suite 102 Seattle WA 98103
Sonic Boom,Music,N,47.6685224,-122.3851065,2209 NW Market St Seattle WA 98107
Seattle Architecture Foundation,Arts/Cultural Administration or Advocacy,Y,47.6091917,-122.3345412,1333 5th Ave # 300 Seattle WA 98101
Beadworld,Service/Supply,,47.698005,-122.317615,9524 Roosevelt Way NE Seattle WA 98115
Trinity Parish Church,Performance,N,47.6052251,-122.3262281,609 8th Ave Seattle WA 98104
Seattle University Bookstore,Literary,N,47.6100244,-122.3172211,823 12th Ave Seattle WA 98122
One Reel,Performance,,47.619994,-122.345018,215 6th Ave N Seattle WA 98109
AudioLogic,Studios,N,47.7170286,-122.2955694,12047 31st Ave NE Seattle WA 98125
Elliott Bay Recording Inc,Studios,,47.6113827,-122.3164132,932 12th Ave Seattle WA 98122
Ethnic Heritage Art Gallery at Seattle Municipal Tower,Visual,N,47.60501625,-122.3295729,700 5th Ave Seattle WA 98104
Urban Wilderness Project,Multi-use,,,,
Seattle Asian Art Museum,Arts/Cultural Training or Education,Y,47.63028375,-122.3141998,1400 E Prospect St Seattle WA 98112
Wall of Sound,Music,,47.613922,-122.316429,1205 E Pike St #1C Seattle WA 98122
Studio Current,Multi-use,,47.61426,-122.317856,1100 E Pike St, Seattle WA 98101
Zions Gate Records,Music,,47.61426,-122.317856,1100 E Pike St Seattle WA 98122
Seattle Public Library Ballard,Literary,Y,47.6698215,-122.3843172,5614 22nd Ave NW Seattle WA 98107
Chop Suey, LLC.,Music,Y,47.6134869,-122.3144433,1325 E Madison St Seattle WA 98122
Dance Underground,Arts/Cultural Training or Education,,47.621666,-122.312294,340 15th E Seattle WA 98112
Blindfold Gallery (CLOSED),Visual,,47.6200267,-122.3227112,1718 E Olive Way Seattle WA 98102
Guitar Center,Service/Supply,,47.623835,-122.33846,530 Westlake Ave Seattle WA 98109
Metrix Create Space,Multi-use,N,47.624979,-122.3211541,623 Broadway E Seattle WA 98102
Woodland Park United Methodist,Multi-use,N,47.685528,-122.355046,302 N 78th St Seattle WA 98103
Volunteer Park Ampitheater,Performance,N,47.6320524,-122.3127683,1247 15th Ave E Seattle WA 98112
Seattle Public Library New Holly,Literary,Y,47.53683545,-122.2840438,3815 S Othello St #103 Seattle WA 98118
Open Books,Literary,N,47.6615557,-122.3294857,2414 N 45th St Seattle WA 98103
Cafe Racer Espresso,Performance,Y,47.67146895,-122.3171254,5828 Roosevelt Way NE Seattle WA 98105
Kinokuniya Book Store,Literary,N,47.5975101,-122.3116039,525 South Weller St. Seattle WA 98144
Studio Current,Multi-use,,47.613223,-122.319412,1417 10th Ave #C Seattle WA 98122
The Studio of Awesome (CLOSED),Music,,47.69038,-122.3577075,101 N 85th Street #201 Seattle WA 98103
Seattle Center Pavilion,Multi-use,N,47.62056855,-122.350491,305 Harrison St Seattle WA 98109
Seattle Public Theater,Performance,N,47.682538,-122.34083,7312 Green Lake Trail Seattle WA 98103
Friends of KEXP,Music,N,47.61908755,-122.3428109,113 Dexter Ave North Seattle WA 98109
University of Washington Drama Library,Arts/Cultural Training or Education,,47.654194,-122.300385,Room 145 Hutchinson Hall Seattle WA 98195
SURF Incubator,Performance,N,47.605034,-122.334244,999 3rd Ave Suite 700 Seattle WA 98104
Mead St.,Music,N,47.550297,-122.277208,5800 Rainier Ave S
University of Washington Mathematics Research Library,Education,,47.656969,-122.304421,Padelford Hall University of Washington Seattle WA 98195
Easy Street Records,Music,,47.5614664,-122.3870841,4559 California Ave SW Seattle WA 98116
Sam Day Studio & Gallery,,,47.599897,-122.335086,79 S Main St
Kenyon Hall,Performance,N,47.5316617,-122.3761768,7904 35th Ave SW Seattle WA 98126
Georgetown Steam Plant,Heritage,N,,,6605 13th Ave. S.
Canoe Social Club,Performance,N,47.613571,-122.319832,1423 10th Ave Seattle WA 98122
Prographica Gallery,,,47.59954,-122.333271,313 Occidental Ave s
Geisa Dutra Piano Studio,Performance,Y,47.6934167,-122.3569439,Â 8735 Palatine Ave N Seattle WA 98103
Edd Cox Fine Art,Visual,Y,47.5995772,-122.3345636,313 1st Ave S Seattle WA 98104
4Culture in Tashiro Kaplan,Arts/Cultural Administration or Advocacy,Y,47.6014352,-122.3300625,101 Prefontaine Pl S Seattle WA 98104
Form/Space Atelier,Visual,N,47.6142042,-122.348419,2407 1st Ave Seattle WA 98121
Tryptos Studio Collective,Studios,Y,47.6661353,-122.3818674,5227 Leary Ave NW Seattle WA 98107
Northwest African American Museum,Heritage,N,47.5891416,-122.3018907,2300 S Massachusetts St Seattle WA 98144
Made Sewing Studio,Service/Supply,,47.69038,-122.357727,101 N 85th St Suite 201 Seattle WA 98103
Ltd. Art Gallery (CLOSED),Visual,N,47.6138928,-122.3271174,307 E Pike St Seattle WA 98122
Emerald Ballet Theatre,Studios,N,,,12368 Northup Way
Ballard Rock Rooms/Birds Nest,Music,N,47.6624817,-122.3655177,632 NW 46th St Seattle WA 98107
Seattle Grip & Lighting,Service/Supply,,47.6547393,-122.3709909,1050 W Nickerson St Seattle WA 98119
Washington State Convention & Trade Center Gallery,Visual,,47.611415,-122.331472,800 Convention Place Second Floor Seattle WA 98101
Color 1 Photo,Visual,N,47.599017,-122.331575,411 2nd Avenue Ext. S Seattle WA 98104
Amplifier,Visual,N,47.59421,-122.309316,901 Hiawatha Pl S Unit #100
Seattle Metropolitan Police Museum,Education,,47.599653,-122.33026,317 3rd Ave South Seattle WA 98104
Mode Music Studios,Arts/Cultural Training or Education,,47.569904,-122.362556,3805 Delridge Way SW Seattle WA 98106
Small Faces/Crown Hill Center,Multi-use,N,47.69725335,-122.3736211,9250 14th Ave NW Seattle WA 98117
National Film Festival for Talented Youth (NFFTY),Arts/Cultural Training or Education,,47.63115945,-122.3426842,1319 Dexter Ave N Seattle WA 98109
Seattle Public Library Fremont,Literary,Y,47.6500311,-122.3484385,731 N. 35th St. Seattle WA 98103
Little Red Hen,Music,,47.6802289,-122.3248831,7115 Woodlawn Ave NE Seattle WA 98115
Re-bar,Music,,47.6167076,-122.3310756,1114 Howell St Seattle WA 98101
Civetta Dance Space,Arts/Cultural Training or Education,,47.703865,-122.356766,124 N 103rd St Seattle WA 98133
Panda Photographic Laboratories Inc,Service/Supply,N,47.623769,-122.354085,533 Warren Ave N Seattle WA 98109
The Big Picture,Cinema,Y,47.6146778,-122.3492477,2505 1st Ave Seattle WA 98121
Seattle Public Library Lake City,Literary,Y,47.7197965,-122.2980932,12501 28th Ave N.E. Seattle WA 98125
Seattle Pacific University McKinley Hall-Kreider Art Gallery, E.E. Bach Theater,Performance,,47.6489942,-122.3617027,3307 3rd Ave West Seattle WA 98119
Pilchuck Glass School Exhibition Space,,,47.600249,-122.331109,240 2nd Ave S
Wilder Sound Studios,Studios,,47.5728531,-122.3231882,3429 Airport Way S Seattle WA 98134
J. Rinehart Gallery,Visual,N,47.599454,-122.330651,319 3rd Avenue S
Feedback Lounge,Multi-use,Y,47.545139,-122.3874303,6451 California Ave. SW Seattle WA 98136
Seattle Creative Arts,Studios,,47.668377,-122.390541,2601 NW Market St Seattle WA 98107
Densho: The Japanese American Legacy Project,Arts/Cultural Training or Education,,47.5994214,-122.3133875,1416 S. Jackson St. Seattle WA 98144
My World Dance and Fitness Studio,Multi-use,N,47.595163,-122.309673,849 Hiawatha Pl S Seattle WA 98144
Bonfire at Panama Hotel,Visual,,47.60003,-122.326102,603 South Main Street Seattle WA 98104
The Knitting School,Arts/Cultural Training or Education,N,47.589146,-122.293938,1507 30th Ave S Seattle WA 98144
St. Luke's Episcopal Church Seattle,Multi-use,No,47.67041,-122.384102,5710 22nd Ave NW Seattle WA 98107
Scratch Deli,Performance,,47.617073,-122.31649,1718 12th Ave Seattle WA 98122
Of the Earth,Multi-use,N,47.6850306,-122.344258,7706 Aurora Ave N Seattle WA 98103
Henry Art Museum,Visual,Y,47.6539065,-122.3121096,15th Ave NE Seattle WA 98105
Bryan Ohno Gallery,Visual,,47.5999167,-122.3267574,521 S Main St Seattle WA 98104
Hot Glass Color,Service/Supply,,47.615477,-122.34221,2227 5th Ave Seattle WA 98121
Steinbrueck Native Gallery,Visual,N,47.6112287,-122.3444605,2030 Western Ave Seattle WA 98121
Pivot Art + Culture,Visual,,,,609 Westlake Ave N
Meter Music School,Music,N,47.613136,-122.304382,2110 E Union St Seattle WA 98122
The Royal Room,Music,Y,47.556793,-122.283927,5000 Rainier Ave S
Three Dollar Bill Cinema,Cinema,,47.614273,-122.317245,1122 E. Pike St. #1313 Seattle WA 98122
CV Gallery,,,47.601559,-122.33508,85 Yesler Way
Central Area Senior Center,Community Center,,47.597873,-122.293854,500 30th Ave S Seattle WA 98144
Sunny Arms Artist Cooperative,Studios,,47.5616585,-122.3237001,707 S. Snoqualmie St Seattle WA 98108
Art Zone with Nancy Guppy,Art Zone covers all genre of art through video artist profiles, interviews with artists and leaders of cultural institutions and video shoots of bands and other local performances.,N,47.549593,-122.317292,980 S. Nebraska St
Oromo Community Organization,Community Center,,47.599216,-122.296595,2718 S Jackson St Seattle WA 98144
Showbox at the Market,Music,Y,47.608495,-122.339743,1426 1st Ave Seattle WA 98101
Pocket Theater,Performance,Y,47.689323,-122.3553,8313 Greenwood Ave N Seattle WA 98103
Rainier Community Center,Community Center,N,47.561654,-122.284859,4600 38th Ave S Street Seattle Wa 98118
Underwood Stables,Music,,47.659514,-122.35003,4306 Fremont Ave N Seattle WA 98103
Seattle Public Library South Park,Literary,Y,47.5262606,-122.3225793,8604 8th Ave S Seattle WA 98108
Artspace Tashiro Kaplan Lofts and the Angle & Corridor Gallery,Live/Work,N,47.6012805,-122.3297091,115 Prefontaine Place S Seattle WA 98104
Seattle Center Seattle Children's Theatre,Performance,N,47.6204434,-122.3525072,201 Thomas St Seattle WA 98109
Gansango Music & Dance,Performance,N,47.72280815,-122.3134892,1243 NE 130th St Seattle WA 98125
Ada's Technical Books,Literary,,47.622415,-122.31263,425 15th Ave East Seattle WA 98112
University of Washington Foster Business Library,Education,,47.659126,-122.308582,Paccar Hall West Stevens Way NE Seattle WA 98195
Secret Garden Books,Literary,,47.66867,-122.385491,2214 NW Market St Seattle WA 98107
Full Tilt Columbia City,Performance,Y,47.5559849,-122.2840929,5041 Rainier Ave S Seattle WA 98118
Century Ballroom,Multi-use,Y,47.6151265,-122.3198707,915 E Pine St Seattle WA 98122
Senior Center of West Seattle,Community Center,,47.562884,-122.385849,4217 SW Oregon St. Seattle WA 98116
University of Washington Physics Astronomy Reading Room (CLOSED),Education,,47.65408,-122.312135,3910 15th Ave NE Seattle WA 98105
Langston Hughes Performing Arts Institute,Performance,Y,47.60129695,-122.3098251,104 17th Ave S Seattle WA 98144
Belltown Ballet BBC Studio,Arts/Cultural Training or Education,N,47.6015999,-122.3332441,2306 4th Ave Seattle WA 98121
University of Washington Social Work Library,Education,,47.656967,-122.312055,4101 15th Avenue NE Seattle WA 98105
GREG KUCERA GALLERY,Visual,N,,,212 THIRD AVE S
SPCCCPPC,Literary,N,47.531185,-122.279564,4223 S Kenyon St Seattle WA 98118
L.A.B at Seattle Drum School of Music,Performance,N,47.7196359,-122.3125577,12510 15th Ave NE Seattle WA 98125
Flury and Company,Visual,,47.5993435,-122.3339158,322 1st Ave S Seattle WA 98104
Glass Art Society,Arts/Cultural Administration or Advocacy,,47.676288,-122.385388,6512 23rd Ave NW Suite 329 Seattle WA 98117
Art/Not Terminal Gallery,Visual,N,47.6158592,-122.338453,2045 Westlake Ave Seattle WA 98121
Avalon Glassworks,Studios,N,47.5707566,-122.3710219,2914 SW Avalon Way Seattle WA 98126
Dance! West Seattle,Performance,N,47.52195755,-122.3878746,9131 California Ave SW Seattle WA 98136
Seattle Public Library Delridge,Literary,Y,47.5530455,-122.3632976,5423 Delridge Way SW Seattle WA 98106
Core Gallery,,,47.601245,-122.329658,117 Prefontaine Place S
The Alice Gallery,Visual,N,47.548885,-122.317596,6007 12th Ave South Seattle WA 98108 ï»¿
Cornish College of the Arts- Raisbeck Performance Hall,Performance,,47.6178573,-122.3348113,2015 Boren Ave Seattle WA 98121
Half Price Books,Literary,,47.663578,-122.317726,4709 Roosevelt Way N.E. Seattle WA 98105
Magnuson Park Gallery,Visual,N,47.683505,-122.261585,7448 63rd Ave. NE
Ace Studios Gallery,Visual,,47.6023356,-122.3358275,619 Western Ave 3rd Fl Seattle WA 98104
Rare Medium,Service/Supply,,47.6151142,-122.3145155,1321 E Pine St Seattle WA 98122
Interbay Worklofts,Multi-use,N,47.6182617,-122.3577413,3131 Western Ave #419 Seattle WA 98121
Silver Platters SoDo,Music,,47.59029,-122.3341971,2930 1st Ave S Seattle WA 98121
Nordic Museum,Multi-use,Y,47.6776991,-122.3963587,3014 NW 67th St Seattle WA 98117
Tim's Tavern,Music,Y,47.705199,-122.3509853,602 N 105th St Seattle WA 98133
Metropolitan Music,Service/Supply,,47.689869,-122.322983,8414 5th Ave NE Seattle WA 98115
C & P Coffee Company,Literary,Y,47.55166065,-122.3866496,5612 California Ave SW Seattle WA 98136
Hawthorne Stereo,Music,,47.674288,-122.317353,6303 Roosevelt Way NE Seattle WA 98115
Mini Mart City Park,Our work is rooted in the belief that it is vitally important to create community hubs for local communities to build power and a voice in decisions being made to develop their neighborhoods. We also believe in cultivating joy and creativity. Once fully constructed, MMCP will accomplish the following goals: 1) CLEAN: Installing state of the art remediation technology in a small neighborhood brownfield to clean polluted earth under the park. Once installed, the remediation system will also clean groundwater passing underneath the site. 2) BUILD: A structure where people come together to strengthen their community ties; MMCP will provide free space to nonprofits, and other local groups to help achieve their goals. 3) EDUCATE: A place to learn about art, architecture & healthy urban environments; MMCP will host ongoing education programs, workshops, and lectures. 4) ART: A permanent, accessible cultural center; MMCP will offer exhibitions, performances, and artist residencies.,N,47.544143,-122.319198,6525 Ellis Ave. S
Rainier Arts Center,Performance,Y,47.560469,-122.287974,3515 S Alaska St Seattle, WA 98118
The Guitar Store,Service/Supply,N,47.6669041,-122.3127673,8300 Aurora Ave N. Seattle WA 98103
Hugo House,Literary,Y,47.60755,-122.32401,1021 Columbia St, Seattle, WA 98104
Seattle Center Vera Project,Performance,N,47.62056855,-122.350491,305 Harrison St Seattle WA 98109
Phoenix Comics & Games,Literary,,47.618977,-122.320876,113 Broadway E Seattle WA 98102
Vietnamese Friendship Association,Arts/Cultural Administration or Advocacy,N,47.558494,-122.284164,3829B South Edmunds Street Seattle WA 98118
AMC Loews Oak Tree 6,Cinema,,47.7018421,-122.3424979,10006 Aurora Ave N Seattle WA 98133
Spring Street Center (Subud Pacific Northwest),Literary,N,47.6117204,-122.3130658,1101 15th Ave Seattle WA 98122
Hard Rock Cafe,Multi-use,Y,47.6093109,-122.3394956,116 Pike St Seattle WA 98101
Seattle Youth Symphony,Music,N,47.71056035,-122.3236524,11065 5th Ave NE Suite A Seattle WA 98125
Seattle Magazine/Tiger Oak Media Inc,Service/Supply,,47.609505,-122.336502,1417 4th Ave Suite 600 Seattle WA 98101
School of Acrobatics & New Circus Arts (SANCA),Performance,N,47.5518058,-122.3246163,674 S Orcas St Seattle WA 98108
Choeizan Enkyoji Nichiren Buddhist Temple,Arts/Cultural Training or Education,N,47.5989593,-122.3271163,501 S Jackson St Suite 202 Seattle WA 98104
Roseanne's School of Dance,Arts/Cultural Training or Education,,47.641296,-122.39782,3116 W Smith St Seattle WA 98199â€Ž
University of Washington Built Environment Library,Arts/Cultural Training or Education,,47.66853,-122.31189,3549 15th Avenue NE Seattle WA 98105
98.1 Classical KING FM,Music,N,47.622152,-122.356531,10 Harrison Street Suite 100 Seattle 98109
Soul Cat Guitars,Service/Supply,,47.61033,-122.343685,1998 Western Ave Seattle WA 98126
B L M F Literary Saloon,Literary,,47.608707,-122.341049,1501 Pike Pl #322 Seattle WA 98101
Conrow Porcelain Studio,Visual,,47.613737,-122.2895678,1429 34th Ave Seattle WA 98122
Jo Ann Fabrics and Crafts Ballard,Service/Supply,,47.669819,-122.385689,2217 NW 57th St Seattle WA 98107
Glasshouse Studios,Arts/Cultural Training or Education,,47.5997045,-122.3331303,311 Occidental Ave S Seattle WA 98104
Martin Blank Studios,Visual,,47.661133,-122.364212,4407 6th Avenue Northwest Seattle WA 98107
Q,Visual,N,47.64922085,-122.3770904,3223 15th Ave W Seattle WA 98119
Orbit Audio,Music,N,47.6002492,-122.3346249,219 1st Ave S Seattle WA 98104
Rainier Dance Center,Arts/Cultural Training or Education,,47.519753,-122.261269,9264 57th Ave S Seattle WA 98118
New Century Theatre Company Offices,Arts/Cultural Administration or Advocacy,,47.614429,-122.317253,1515 12th Ave Seattle WA 98122
Stone Soup Theatre/DownStage Theatre,Performance,N,47.6561433,-122.3426065,4029 Stone Way N Seattle WA 98103
Represent Resonate Resource,Arts/Cultural Training and Advocacy serving under represented and traditionally under resourced local artists.,N,47.616089,-122.327157,1633 Bellevue Ave, Suite C
Scarecrow Video,Cinema,,47.66592,-122.317085,5030 Roosevelt Way NE Seattle WA 98105
Center for Wooden Boats South Lake Union,Heritage,Y,47.62648,-122.3357295,1010 Valley Street Seattle WA 98109
New Foundation,Visual,N,47.599537,-122.331177,312 2nd Ave South Seattle WA
Art Institute of Seattle,Arts/Cultural Training or Education,Y,47.6122895,-122.3491939,2323 Elliott Ave Seattle WA 98121
University of Washington Husky Union Building,Multi-use,N,47.652168,-122.306648,4001 West Stevens Way NE Seattle WA 98195
Unique Art Framing & Gallery,Service/Supply,,47.572744,-122.322579,3429 Airport Way South Seattle WA 98134
Tractor Tavern,Music,Y,47.6657095,-122.3828003,5213 Ballard Ave NW Seattle WA 98107
Ethiopian Community Center,Community Center,,47.528648,-122.270409,8323 Rainier Ave South Seattle WA 98118
Mike and Mike's Guitar Bar,Service/Supply,,47.68682,-122.388387,2418 NW 80th St Seattle WA 98117
Egyptian Theater,Cinema,,47.6149531,-122.3217473,805 East Pine St Seattle WA 98122
Seattle Atelier,Arts/Cultural Training or Education,,47.5994698,-122.3127638,1426 S Jackson St Seattle WA 98144
Martyr Sauce,Performance,N,47.60089,-122.333385,122 S Washington St. Seattle WA 98104
Bherd Studios,Visual,N,47.69077345,-122.3549791,312 N. 85th St. Suite 101 Seattle WA 98103
Igimo Art Station, LLC,Arts/Cultural Training or Education,I don't know.,47.559563,-122.286736,4739 Rainier Ave S, Seattle, WA 98118
Platform Gallery in Tashiro Kaplan,Visual,N,47.601161,-122.3300592,114 3rd Ave S Seattle WA 98104
Woodcraft of Seattle,Service/Supply,,47.548363,-122.321178,5963 Corson Ave. S Seattle WA 98108
Peel Studios,Studios,,,,
Barsuk Records,Service/Supply,,47.6321308,-122.3599365,217 W. Galer St Seattle WA 98119
Museum of History and Industry (MOHAI),Heritage,N,47.6275898,-122.3369252,860 Terry Ave N Seattle WA 98109
Davidson Galleries,,,47.59954,-122.333271,313 Occidental Ave S
Seattle Public Library Capitol Hill,Literary,Y,47.6229428,-122.3223317,425 Harvard Ave E Seattle WA 98102
Seattle Public Library Queen Anne,Literary,Y,47.6338273,-122.3627291,400 W. Garfield St. Seattle WA 98119
Versatile Arts,Studios,N,47.6841406,-122.3555094,7601 Greenwood Ave N Suite 103 Seattle WA 98103
Earl Harper Studios,Service/Supply,,47.552368,-122.320488,5531 Airport Way S Seattle WA 98108
Black Box Operations 12th Avenue Arts,Performance,Y,47.5324205,-122.3249576,1620 12th Ave Suite 101 Seattle WA 98122
Indie Genius Media,Visual,N,47.577065,-122.297598,2915 Rainier Ave S Apt #306
Town Hall,Multi-use,Y,47.6090096,-122.3299408,1119 8th Ave Seattle WA 98101
studio e gallery,Visual,N,47.55391,-122.326409,609 S. Brandon St
RE Welch Gallery,Visual,Y,47.6065659,-122.3374584,1214 1st Ave Seattle WA 98101
Seattle Teaching Artist Network,Arts/Cultural Administration or Advocacy,,,,
The Legacy Ltd,Visual,N,47.6048267,-122.336745,1003 1st Ave Seattle WA 98104
Off the Wall School of Music,Arts/Cultural Training or Education,,47.661632,-122.34377,4509 Midvale Ave N Seattle WA 98103
Golden Age Collectibles,Service/Supply,,47.608707,-122.341049,1501 Pike Pl #401 Seattle WA 98101
Urban Work Lofts,Studios,,47.57419,-122.321154,918 S Horton St Seattle WA 98134
St. James Cathedral,Multi-use,,47.607586,-122.325935,
Arcane Comics & More,Literary,,47.73945,-122.34394,15202 Aurora Ave N, Shoreline WA 98133
Georgetown Music Store,Service/Supply,,47.548225,-122.316483,6111 13th Ave S Seattle WA 98108
All Metal Arts Hazardfactory,Visual,N,47.53246,-122.32496,7800 7th Ave South Seattle WA 98108
Filipino American National Historical Society,Arts/Cultural Training or Education,,47.60949,-122.308904,810 18th Ave #100 Seattle WA 98122
Circle of Art Studios,Arts/Cultural Training or Education,,47.645466,-122.383057,2821 Thorndyke Ave W Seattle WA 98199
Seattle Glassblowing Studio,Arts/Cultural Training or Education,N,47.6155804,-122.3428879,2227 5th Ave Seattle WA 98121
Hobby Lobby,Service/Supply,,47.754509,-122.34565,3200 Aurora Ave N Seattle Wa 98133
Jupiter Studios,Service/Supply,,47.6558318,-122.3360715,4000 Wallingford Ave North Seattle WA 98013
Cornish College of the Arts-Kerry Hall/Poncho Hall,Performance,,47.6253347,-122.3230672,710 E Roy St Seattle WA 98102
Artist & Craftsman Supply,Service/Supply,,47.6599873,-122.319659,4350 8th Ave NE Seattle WA 98105
Seattle Center Key Arena,Performance,Y,47.62215,-122.355423,305 Harrison Street Seattle WA 98109
Kirsten Gallery,Visual,,47.6677253,-122.3170573,5320 Roosevelt Way NE Seattle WA 98105
Columbia City Theater,Music,Y,47.5573208,-122.2844836,4916 Rainier Ave S Seattle WA 98118
Capitol Hill Block Party,Music,,47.614273,-122.317245,1122 E Pike St Seattle WA 98122
South Seattle Community College Chinese Gardens,Heritage,,47.5510384,-122.3518643,6000 16th Ave SW Seattle WA 98106
Left Bank Books,Literary,,47.6088801,-122.3403995,92 Pike St Seattle WA 98101
Tashiro Kaplan Artists Lofts,,,47.601117,-122.329815,115 Prefontaine Place S
SURFincubator II,Multi-use,Y,47.605034,-122.334244,999 3rd Ave Suite700 Seattle WA 98104
Alki Arts,Visual,Y,47.6060923,-122.3395432,55 University Seattle WA 98101
826 Seattle/ The Greater Seattle Bureau of Fearless Ideas,Arts/Cultural Training or Education,N,47.6902621,-122.3549016,8414 Greenwood Ave N Seattle WA 98103
Bahia In Motion,Arts/Cultural Training or Education,N,47.65147,-122.3536,418 N 35th St Seattle WA 98103
ProletariYacht Club,Multi-use,Y,47.538437,-122.38826,4316 SW Othello Seattle Wa 98136
Gallery Erato,,,47.599679,-122.334565,309 1st Ave S
Bridge Productions,Literary,N,,,6007 12th Ave S
Arts in Motion,Arts/Cultural Training or Education,,47.559883,-122.290634,4730 32nd Ave S Seattle WA
WA State Holocaust Ed Center,Multi-use,,47.6128253,-122.3422256,2031 3rd Ave Seattle WA 98121
Jamtown,Service/Supply,,47.722147,-122.2941323,12729 Lake City Way NE Seattle WA 98125
Elderwise,Visual,I don't know.,47.610928,-122.329353,900 University St Seattle WA 98101
Empty Sea Studios,Performance,Y,47.5803398,-122.3112978,2524 16th Ave S Seattle WA 98144
M. Rosetta Hunter Art Gallery - Seattle Central Community College,Visual,,47.6169084,-122.321152,1701 Broadway Seattle WA 98122
Northwest Woodworkers Gallery,Visual,N,47.6119449,-122.344463,2111 1st Ave Seattle WA 98121
Degenerate Art Ensemble,Performance,,47.6550814,-122.3596788,210 NW Bowdoin Pl Seattle WA 98107
Seattle Presents: A Gallery,Visual,N,47.5994156,-122.3305147,700 5th Avenue Suite 401 Seattle WA 98104
Wing Luke Museum,Visual,N,47.59823,-122.32286,719 S King St Seattle WA 98104
Moonphoto,Visual,N,47.684927,-122.355308,7704 Greenwood Ave. N. Seattle WA 98103
Storefronts Seattle/Shunpike,Multi-use,N,47.6139909,-122.3472372,2324 1st Ave # 112 Seattle WA 98121
Francine Seders Gallery (CLOSED),Visual,,47.6779185,-122.3556352,6701 Greenwood Ave N Seattle WA 98103
Jet City Improv,Performance,Y,47.6688694,-122.3126674,5510 University Way NE Seattle WA 98105
Velocity Dance Center,Performance,N,47.6156632,-122.3171739,1621 12th Ave Seattle WA 98122
The White Rabbit (CLOSED),Music,,47.6513564,-122.3515985,513 N 36th St Seattle WA 98103
Seattle Public Library Montlake,Literary,Y,47.6404243,-122.3023631,2401 24th Ave E Seattle WA 98112
Highland Park Improvement Club,Multi-use,Y,47.5342216,-122.3500717,1116 SW Holden St Seattle WA 98106
Pilchuck Glass School Office (CLOSED/MOVED),Arts/Cultural Administration or Advocacy,,47.6228012,-122.3302142,430 Yale Ave N Seattle WA 98109
Path with Art,,,47.599538,-122.331175,312 2nd Ave S
Baltic Room,Music,,47.6149287,-122.3282665,1207 Pine St Seattle WA 98101
Silver Platters Northgate,Music,,47.698273,-122.328456,9560 1st Ave NE Seattle WA 98115
Drygoods Design,Service/Supply,,47.599903,-122.332888,301 Occidental Ave S Seattle 98104
The Comedy Underground,Performance,,47.60089,-122.333879,109 S. Washington St Seattle, WA 98104
Gallery 1412,Performance,,47.6133227,-122.3086811,1412 18th Ave Seattle WA 98122
Chihuly Garden and Glass,Visual,,47.62056855,-122.350491,305 Harrison St Seattle WA 98109
George Center for Community,Multi-use,Y,47.7199293,-122.3050328,2212 NE 125th St Seattle WA 98125
Seattle Aquarium,Arts/Cultural Training or Education,,47.6017992,-122.3366083,1483 Alaskan Way Seattle WA 98101
Stage One Theatre- North Seattle Community College,Performance,N,47.7030576,-122.3337619,9600 College Way N Seattle WA
Martin Luther King Jr. Family Arts Mentoring Enrichment Community Center,Arts/Cultural Training or Education,N,47.62297,-122.290768,3201 E. Republican  Street, Seattle, WA 98112
Glassybaby Madrona,Service/Supply,,47.61311,-122.288887,3406 East Union St Seattle WA 98122
LUCID Lounge,Performance,Y,47.6676256,-122.3132962,5241 University Way NE Seattle WA 98105
Theater Schmeater,Performance,Y,47.614211,-122.325396,2125 3rd Ave, Seattle WA  98121
Laguna,Visual,N,47.601051,-122.333443,116 S. Washington St Seattle WA 98104
Annex Theatre,Performance,Y,47.61426,-122.317856,1100 E Pike St Seattle WA 98122
Columbia City Farmers Market,Multi-use,Y,47.542519,-122.269028,36th Ave A S Edmunds St 98118
Theatre Off Jackson,Performance,Y,47.5988665,-122.3239595,409 7th Ave S Seattle WA 98104
Flatcolor Gallery,Visual,,47.5999356,-122.3353103,77 S. Main St. Seattle WA 98104
Central Cinema,Cinema,Y,47.6132215,-122.3051662,1411 21st Ave Seattle WA 98122
ALTspace,Studios,N,47.6081565,-122.3018854,2318 E Cherry St Seattle WA 98122
Artech,Service/Supply,,47.615215,-122.350227,2601 1st Ave Seattle WA 98121
The Music Factory,Service/Supply,,47.623119,-122.295752,2832 E Arthur Pl Seattle WA 98112
Kremwerk,Music,,47.616871,-122.331184,1809 Minor Ave #10 Seattle WA 98101
Twilight Artist Collective,Visual,N,47.5610855,-122.3854525,306 SW Alaska St Seattle WA 98116
Crocodile,Performance,Y,47.6135576,-122.3442489,2200 2nd Ave Seattle WA 98121
Cornish College of the Arts-Beebe Building,Arts/Cultural Training or Education,,47.6167931,-122.3361846,2014 9th Ave Seattle WA 98121
Addison on Fourth,Live/Work,,47.599777,-122.328575,308 4th Ave S Seattle WA 98104
Lightbank Studio,Service/Supply,,47.649367,-122.332294,2200 N Pacific St Seattle WA 98103
